Afríka	Африка
The Streets	The Streets
John C. McGinley	Макгинли, Джон Кристофер
Ryan Dunn	Данн, Райан
Hákon gamli	Хакон IV Старый
Ólafur kyrri	Олав III Тихий
Georg Brandes	Брандес, Георг
Alan Hollinghurst	Холлингхёрст, Алан
Týrtajos	Тиртей
Velleius Paterculus	Гай Веллей Патеркул
Silius Italicus	Силий Италик
Mímnermos	Мимнерм
Solomon Asch	Аш, Соломон
Joe Sakic	Сакик, Джо
Ciriaco De Mita	Де Мита, Чириако
Jafnræðisreglan	Равенство перед законом
Mariano Rumor	Румор, Мариано
Eça de Queirós	Эса ди Кейрош, Жозе Мария
Thomas Reid	Рид, Томас
Straton	Стратон
Francis Hutcheson	Хатчесон, Фрэнсис
Willem Schouten	Схаутен, Виллем Корнелис
Hákon herðabreiður	Хакон II Широкоплечий
Ultravox	Ultravox
Amon Tobin	Тобин, Амон
Retorísk spurning	Риторический вопрос
Jay Baruchel	Барушель, Джей
Lennart Torstenson	Торстенссон, Леннарт
Olíukreppan 1973	Нефтяной кризис 1973 года
Birgir jarl	Биргер
Jerry Stiller	Стиллер, Джерри
José de Anchieta	Аншиета, Жозе ди
Alexander frá Afrodísías	Александр Афродисийский
Andleg heilsa	Психогигиена
Kinney Lake	Кинни (озеро)
Joseph Serchuk	Серчук, Йозеф
Simon Vouet	Вуэ, Симон
Craven Cottage	Крейвен Коттедж
Nelson Goodman	Гудмен, Нельсон
Okraglak-sporkringluhúsið í Pila	Депо Пильский Кругляк
Codex Alexandrinus	Александрийский кодекс
Dafnis og Klói	Дафнис и Хлоя
Abel (mannsnafn)	Авель (имя)
Anthony Trollope	Троллоп, Энтони
Ian Rankin	Рэнкин, Иэн
Phil Ivey	Айви, Фил
Eiríkur góði	Эрик I (король Дании)
Thomas Rowlandson	Роулендсон, Томас
Keðjuverkun (hjólreiðar)	Критическая масса (велопробег)
Atlantis: Týnda Borgin	Атлантида: Затерянный мир
Þjóðardeildin (NFL)	Национальная футбольная конференция
Yigal Amir	Амир, Игаль
Khalid Sheikh Mohammed	Халид Шейх Мохаммед
Rush Limbaugh	Лимбо, Раш
Háskólinn í Melbourne	Мельбурнский университет
Al Franken	Франкен, Эл
Christopher Dodd	Додд, Кристофер
Óskarsverðlaunin 2006	Оскар (кинопремия, 2006)
Ibn al-Nafis	Ибн ан-Нафис
Jerry Fodor	Фодор, Джерри Алан
Mátreikningur	Сравнение по модулю
Trilljón	Триллион
Farþegi	Пассажир
Staðfang	Почтовый адрес
Christian Michelsen	Микельсен, Кристиан
Stein Rokkan	Роккан, Стейн
Sanya	Санья (город)
Einkeypi	Монопсония
Siedlce	Седльце
Joey	Джоуи (телесериал)
Liberty Island	Либерти (остров)
Antíokkos frá Askalon	Антиох из Аскалона
Souphanouvong	Суфанувонг
Eugene Mirman	Мирман, Евгений Борисович
Mizunoo annar	Император Го-Мидзуноо
Lokað mengi	Замкнутое множество
Sutton (borgarhluti)	Саттон (боро Лондона)
Mat á umhverfisáhrifum	Оценка воздействия на окружающую среду
Límband	Клейкая лента
Alkestis	Алкестида
Kokhlust	Евстахиева труба
Krátrokk	Краут-рок
David Gray	Грэй, Дэвид (музыкант)
Sidney Sonnino	Соннино, Сидней
Martin Seligman	Селигман, Мартин
Christian Jürgensen Thomsen	Томсен, Кристиан Юргенсен
Nestor sagnaritari	Нестор Летописец
Shemar Moore	Мур, Шемар
Thomas Gibson	Гибсон, Томас
Jean-Marc Bosman	Босман, Жан-Марк
Þrasýmakkos	Фрасимах
Robert Blake	Блейк, Роберт (адмирал)
Giuseppe Pella	Пелла, Джузеппе
Gábor Talmácsi	Талмачи, Габор
Robert Wisdom	Уиздом, Роберт
Knútur Eiríksson	Кнут I Эрикссон
Lucas van Leyden	Лейден, Лукас ван
Alexandros Papadiamantis	Пападиамандис, Александрос
Jóhann Sörkvisson	Юхан I
Viðurlag	Приложение (лингвистика)
Katyn	Катынь
Samsemdarvörpun	Тождественное отображение
Holstentor	Хольстентор
Herbert Fandel	Фандель, Херберт
Lögmál Greens	Теорема Грина
Walhalla	Вальхалла (зал славы)
Richard Serra	Серра, Ричард
Otto Sverdrup	Свердруп, Отто
Set Fire to the Rain	Set Fire to the Rain
Jón Sigurðsson (forseti)	Йоун Сигурдссон
Ittoqqortoormiit	Иллоккортоормиут
Main Tower	Майнтауэр
Abiskó	Абиску
Jóhann Mórits af Nassá-Siegen	Иоганн Мориц Нассау-Зигенский
Cecilienhof-kastalinn	Цецилиенхоф
Einstein-turninn (Potsdam)	Башня Эйнштейна
Travemünde	Травемюнде
Effendi	Эфенди
Hærusauður	Гривистый баран
Brúðönd	Каролинская утка
Witt-safnið	Энтомологический музей Томаса Витта
Martröð á jólanótt	Кошмар перед Рождеством
Heavisidefall	Функция Хевисайда
Vígbúnaðarkapphlaup	Гонка вооружений
Kraeiðið	Кра
Ribe	Рибе
Paimpol	Пемполь
Fingurbjörg	Напёрсток
Regla Cramers	Метод Крамера
Sarong	Саронг
Alþjóðastofnun Moskvuháskóla	МГИМО
Stóriburkni	Щитовник мужской
Spanskreyr	Ротанг
Efnahagur Bretlands	Экономика Великобритании
Skírt smjör	Гхи
Gravelines	Гравлин
Tokugawa Ietsuna	Токугава Иэцуна
Leókares	Леохар
Félagshyggja (stjórnmálaheimspeki)	Коммунитаризм
Beretta	Beretta
Lundey (Bristolflóa)	Ланди
Leppríki	Сателлит (политика)
Covellít	Ковеллин
Upprunamerking	Наименование места происхождения товара
Maria	Мария (имя)
Art Spiegelman	Шпигельман, Арт
Spevsippos	Спевсипп
True Grit	Железная хватка
Þörungablómi	Цветение воды
Bringusund	Брасс
Thomas Jefferson-minnisvarðinn	Мемориал Джефферсона
Mýsli	Мицелий
Snikkari	Столяр
Mark Pellegrino	Пеллегрино, Марк
Togari	Траулер
Kwidzyn	Квидзын
TBE	Клещевой энцефалит
Bastilludagurinn	День взятия Бастилии
Sagan af Tuma litla	Приключения Тома Сойера
Heilahristingur	Сотрясение мозга
Rússnesk vörn	Русская партия
Skilyrtar líkur	Условная вероятность
Kastalinn í Heidelberg	Гейдельбергский замок
Rafrænn úrgangur	Электронные отходы
Samræðisaldur	Возраст сексуального согласия
Guðspekifélagið	Теософское общество
Boðhlaup	Эстафета
Þjóðstjórn	Правительство национального единства
Forseti Ísraels	Президент Израиля
Karakúlfé	Каракульская порода
Kastalavirkið Marienberg	Крепость Мариенберг
Líkamsvitund	Соматосенсорная система
Visa	VISA (платёжная система)
Íslensk sveitarfélög eftir mannfjölda	Города Исландии
Definitely Maybe	Definitely Maybe
Tvinnslétta	Комплексная плоскость
Thunderbolt (tengi)	Thunderbolt
Aseton-peroxíð	Пероксид ацетона
Svarti ketillinn	Чёрный котёл (мультфильм)
Groupe Danone	Danone
Martröð á Álmstræti	Кошмар на улице Вязов (фильм, 1984)
Ákæra	Обвинительное заключение
Vantrauststillaga	Вотум
Goleniów	Голенюв
Michael Jeter	Джетер, Майкл
Eysteinn Erlendsson	Эйстейн Ерлендссон
Craig T. Nelson	Нельсон, Крэйг
Eysteinn Haraldsson (konungur)	Эйстейн II Харальдссон
Lúxemborgarhöll	Люксембургский дворец
Bandamenn (seinni heimsstyrjöldin)	Антигитлеровская коалиция
Kvittun	Квитанция
Sjúkraflutningamaður	Парамедик
Úlfljótsvatn	Ульфльоутсватн
Sjálfvakinn bruni	Самовозгорание человека
Enska samveldið	Английская республика
Krakk	Крэк-кокаин
Kyntákn	Секс-символ
Bandarísk stjórnmál	Политическая система США
Um himininn	О небе
Dóra landkönnuður	Даша — путешественница
Sebrafinka	Зебровая амадина
Straumönd	Каменушка
Kris	Крис
Fiskimaður	Рыбак
Þakning	Покрытие (математика)
Samningur Sameinuðu þjóðanna um aðgerðir gegn eyðimerkurmyndun	Конвенция Организации Объединенных Наций по борьбе с опустыниванием
Tékkland í Söngvakeppni evrópskra sjónvarpsstöðva	Чехия на конкурсе песни Евровидение
Lord's Cricket Ground	Lord’s Cricket Ground
Samningur Alþjóðaviðskiptastofnunarinnar um hugverkarétt í viðskiptum	Соглашение по торговым аспектам прав интеллектуальной собственности
James Patrick Stuart	Стюарт, Джеймс Патрик
Brad Garrett	Гарретт, Брэд
Larry the Cable Guy	Ларри-кабельщик
Sigla	Мачта
Sverrir Sigurðsson (konungur)	Сверрир Сигурдссон
Kaj Leo Holm Johannesen	Кай Лео Йоханнесен
William Heinesen	Хайнесен, Вильям
Telómerasi	Теломераза
Nikolai Frederik Severin Grundtvig	Грундтвиг, Николай Фредерик Северин
Jóannes Eidesgaard	Айдесгорд, Йоуаннес
Einhliða einangrun Japan	Сакоку
Traveling Wilburys	The Traveling Wilburys
Berghveljur	Граптолиты
Efnatillífun	Хемосинтез
Harrods	Harrods
Rembihnútur	Простой узел
Belgía í Söngvakeppni evrópskra sjónvarpsstöðva	Бельгия на конкурсе песни Евровидение
Ronald Wayne	Уэйн, Рональд
Francesco Crispi	Криспи, Франческо
Marty Feldman	Фельдман, Марти
Nægtahorn	Рог изобилия
Viber	Viber
Giovanni Spadolini	Спадолини, Джованни
Forseti Ítalíu	Президент Италии
Syrah	Сира (виноград)
Malarás	Озы
Aulus Persius Flaccus	Персий
Hornalínufylki	Диагональная матрица
Útdráttur	Аннотация
Spútnikáfallið	Спутниковый кризис
Ríkharður 1. af Normandí	Ричард I (герцог Нормандии)
Jean Bart	Бар, Жан
Petrus Plancius	Планциус, Петер
Desmond Dekker	Деккер, Десмонд
Alain Touraine	Турен, Ален
Wallace Carothers	Карозерс, Уоллес
Bláhegri	Большая голубая цапля
António Lobo Antunes	Лобу Антунеш, Антониу
Will Durant	Дюрант, Уильям Джеймс
Leynilöggumúsin Basil	Великий мышиный сыщик
Christian Krohg	Крог, Кристиан
Málstefna	Языковая политика
Sértækir serótónín endurupptökuhemlar	Селективные ингибиторы обратного захвата серотонина
Bor	Бёр
Magnús lagabætir	Магнус VI Лагабете
Astýanax	Астианакт
PepsiCo	PepsiCo
IMEI	IMEI
Svartbók kommúnismans	Чёрная книга коммунизма
Tungumál í útrýmingarhættu	Степени сохранности языков
Pointe-à-Pitre	Пуэнт-а-Питр
Orrustan við Filippí	Битва при Филиппах
Sultan Kösen	Кёсен, Султан
Þingvallavatn	Тингвадлаватн
Jack Dorsey	Дорси, Джек
Antífon	Антифонт
Jón Jósep Snæbjörnsson	Йоун Йоусеп Снайбьорнссон
Þorlákshöfn	Торлауксхёбн
