ਅਫ਼ਰੀਕਾ	Африка
੧੯੩੬	1936 год
ਮੈਨਚੈਸਟਰ ਯੂਨਾਈਟਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	Манчестер Юнайтед
੧੯੩੫	1935 год
ਸਵਾਨਜ਼ੀ ਸਿਟੀ ਐਸੋਸੀਏਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Суонси Сити
ਮਿਡਲਸਬਰੋ ਫੁੱਟਬਾਲ ਕਲੱਬ	Мидлсбро (футбольный клуб)
ਕਾਰਡਿਫ਼ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Кардифф Сити
ਫ਼ੁਲਹਮ ਫੁੱਟਬਾਲ ਕਲੱਬ	Фулхэм (футбольный клуб)
ਐਸਟਨ ਵਿਲਾ ਫੁੱਟਬਾਲ ਕਲੱਬ	Астон Вилла
1934	1934 год
ਨਿਊਕੈਸਲ ਯੂਨਾਈਟਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	Ньюкасл Юнайтед
ਨਾਰਵਿਚ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Норвич Сити
ਕਵੀਨਜ਼ ਪਾਰਕ ਰੇਂਜਰਜ਼ ਫੁੱਟਬਾਲ ਕਲੱਬ	Куинз Парк Рейнджерс
੧੯੩੩	1933 год
ਰੀਡਿੰਗ ਫੁੱਟਬਾਲ ਕਲੱਬ	Рединг (футбольный клуб)
ਸਾਊਥਹੈਂਪਟਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Саутгемптон (футбольный клуб)
ਸਟੋਕ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Сток Сити
ਸੰਡਰਲੈਂਡ ਐਸੋਸੀਏਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Сандерленд (футбольный клуб)
ਟੌਟਨਹਮ ਹੌਟਸਪਰ ਫੁੱਟਬਾਲ ਕਲੱਬ	Тоттенхэм Хотспур
1932	1932 год
ਵੈਸਟ ਬਰੌਮਿਚ ਐਲਬੀਅਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Вест Бромвич Альбион
ਵਿਗਨ ਅਥਲੈਟਿਕ ਫੁੱਟਬਾਲ ਕਲੱਬ	Уиган Атлетик
1931	1931 год
੧੯੩੦	1930 год
1929	1929 год
ਪਿਓਂਗਯਾਂਗ	Пхеньян
ਅਨਾਤੋਲੀ ਲੂਨਾਚਾਰਸਕੀ	Луначарский, Анатолий Васильевич
ਜੀ ਪੀ ਐੱਸ	GPS
ਕਾਕਸ	Кавказ
ਅਕਾਦਮੀ ਇਨਾਮ	Оскар (кинопремия)
ਸੈਮੂਅਲ ਪੀ ਹੰਟਿੰਗਟਨ	Хантингтон, Сэмюэл Филлипс
ਅਕੇਂਦਰੀ ਜੀਵ	Прокариоты
ਸੁਕੇਂਦਰੀ ਜੀਵ	Эукариоты
ਬਿੱਛੂ	Скорпионы
ਜਾਰਜ ਬਰਨਾਰਡ ਸ਼ਾ	Шоу, Джордж Бернард
ਨੈਸ਼ਨਲ ਪੀਪਲਜ਼ ਕਾਂਗਰਸ ਦੀ ਸਥਾਈ ਕਮੇਟੀ	Постоянный комитет Всекитайского собрания народных представителей
ਫੀਫਾ ਵਿਸ਼ਵ ਕੱਪ	Чемпионат мира по футболу
ਬਰਮਿੰਘਮ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Бирмингем Сити
ਬਲੈਕਬਰਨ ਰੋਵਾਰਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Блэкберн Роверс
ਬਲੈਕਪੂਲ ਫੁੱਟਬਾਲ ਕਲੱਬ	Блэкпул (футбольный клуб)
ਬੋਲਟਨ ਵਾਨਦੇਰੇਰਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Болтон Уондерерс
ਬ੍ਰਾਇਟਨ ਅਤੇ ਹੋਵ ਐਲਬੀਅਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Брайтон энд Хоув Альбион
ਬਰਨਲੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Бернли (футбольный клуб)
ਚਾਰਲਟਨ ਅਥਲੈਟਿਕ ਫੁੱਟਬਾਲ ਕਲੱਬ	Чарльтон Атлетик
ਕ੍ਰਿਸਟਲ ਪੈਲਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Кристал Пэлас (футбольный клуб)
ਡਰਬੀ ਕਾਊਂਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Дерби Каунти
ਹਡਰਜ਼ਫ਼ੀਲਡ ਟਾਊਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Хаддерсфилд Таун
ਹਲ਼ ਸਿਟੀ ਐਸੋਸੀਏਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Халл Сити
ਲੈਸਟਰ ਸਿਟੀ ਫੁੱਟਬਾਲ ਕਲੱਬ	Лестер Сити
ਮਿੱਲਵਾਲ ਫੁੱਟਬਾਲ ਕਲੱਬ	Миллуолл (футбольный клуб)
ਨੌਟਿੰਘਮ ਫ਼ਾਰਸਟ ਫੁੱਟਬਾਲ ਕਲੱਬ	Ноттингем Форест
ਸ਼ੈਫ਼ੀਲਡ ਵੈੱਡਨਸਡੇ ਫੁੱਟਬਾਲ ਕਲੱਬ	Шеффилд Уэнсдей
ਵੁਲਵਰਹੈਂਪਟਨ ਵਾਨਦੇਰੇਰਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Вулверхэмптон Уондерерс
ਲੀਲ ਓਲੰਪੀਕ	Лилль (футбольный клуб)
ਸੰਤ-ਏਤੀਐੱਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	Сент-Этьен (футбольный клуб)
ਮਾਇਆ ਐਂਜਲੋ	Майя Энджелоу
ਐਸੋਸੀਏਸ਼ਨ ਫੁੱਟਬਾਲ ਕਲੱਬ ਬੋਰਨਮਥ	Борнмут (футбольный клуб)
ਬਰੈਂਟਫ਼ੋਰਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	Брентфорд (футбольный клуб)
ਗੋਰੀ	Гори
ਕੈੱਲਟਿਕ ਫੁੱਟਬਾਲ ਕਲੱਬ	Селтик
ਧਾਤਨੁਮਾ	Полуметаллы
ਰੇਂਜਰਜ਼ ਫੁੱਟਬਾਲ ਕਲੱਬ	Рейнджерс (футбольный клуб)
ਅਧਾਤ	Неметаллы
ਐਫ. ਸੀ. ਤਵੇਨਤੇ	Твенте (футбольный клуб)
ਨੋਬਲ ਗੈਸ	Благородные газы
੫	5 год
੪	4 год
3	3 год
੨	2 год
ਬੁਖ਼ਾਰੈਸਟ	Бухарест
ਅਲ ਗੋਰ	Гор, Альберт
ਲੂਵਰ ਅਜਾਇਬਘਰ	Лувр
ਥੇਮਜ਼ ਦਰਿਆ	Темза
ਤਿਰਾਨਾ	Тирана
ਵੇਈ ਨਦੀ	Уай
੧੯੨੮	1928 год
ਜੀ-20	Большая двадцатка
ਪੁਰਾਣਾ ਨੇਮ	Ветхий Завет
ਕ੍ਰਿਸਮਸ	Рождество Христово
ਰੋਮਾਂਸ ਭਾਸ਼ਾਵਾਂ	Романские языки
ਤਿਕੋਨ	Треугольник
ਲੀਪ ਸਾਲ	Високосный год
ਸਟੀਵ ਜੌਬਜ਼	Джобс, Стив
ਲੇਡੀ ਗਾਗਾ	Леди Гага
ਹਿੰਦ-ਯੂਰਪੀ ਭਾਸ਼ਾ-ਪਰਵਾਰ	Индоевропейские языки
ਗੋਦੋ ਦੀ ਉਡੀਕ	В ожидании Годо
ਮੁਆਮਰ ਗੱਦਾਫ਼ੀ	Каддафи, Муаммар
ਸ਼ੇਰ	Тигр
ਨੀਸਾਨ	Nissan
ਸੈਮਸੰਗ	Samsung
ਇਨਚਨ	Инчхон
ਸਕੈਂਡੀਨੇਵੀਆ	Скандинавия
ਕਿਸ਼ਨਾਓ	Кишинёв
ਸਮਾਜ ਵਿਗਿਆਨ	Социология
ਅਰੂਬਾ	Аруба
ਕੌਮਾਂਤਰੀ ਧੁਨਾਤਮਕ ਵਰਨਮਾਲਾ	Международный фонетический алфавит
ਓਡੀਸ਼ਾ	Орисса
ਪੰਜਾਬ, ਭਾਰਤ	Пенджаб (Индия)
ਸਮਾਰਟਫ਼ੋਨ	Смартфон
ਯਹੂਦੀ-ਵਿਰੋਧ	Антисемитизм
ਕੱਚਾ ਤੇਲ	Нефть
ਭੂਗੋਲਕ ਗੁਣਕ ਪ੍ਰਬੰਧ	Географические координаты
ਐਲਬੇ	Альбе
ਬਹਾਈ ਧਰਮ	Бахаи
ਬੈਂਕ	Банк
ਬੋਲਣ ਦੀ ਆਜ਼ਾਦੀ	Свобода слова
ਮਰੂਆ	Майоран
ਪਾਰਕ	Парк
ਗੁਫ਼ਾ ਦਾ ਰੂਪਕ	Миф о пещере
ਦੋ ਬੀਘਾ ਜ਼ਮੀਨ	Два бигха земли
ਨੌਟਿੰਘਮਸ਼ਰ	Ноттингемшир
੧	1 год
ਲੂ ਸ਼ੁਨ	Лу Синь
ਬਰਿਸਟਲ	Бристоль
ਅਬਖ਼ਾਜ਼ੀਆ	Абхазия
ਸਾਲਟ ਲੇਕ ਸਿਟੀ	Солт-Лейк-Сити
ਅੱਠ	8 (число)
ਬਰਫ਼	Лёд
ਝੀਲ	Озеро
ਲਸਣ	Чеснок
ਲਾਲ ਸਮੁੰਦਰ	Красное море
ਖੀਰਾ	Огурец обыкновенный
ਦੱਖਣੀ ਓਸੈਤੀਆ	Южная Осетия
ਉਲਾਨ ਬਤੋਰ	Улан-Батор
ਅਰਨੈਸਟ ਹੈਮਿੰਗਵੇ	Хемингуэй, Эрнест
ਐਡਿਨਬਰਾ	Эдинбург
ਅਸ਼ਗ਼ਾਬਾਤ	Ашхабад
ਟਾਪੂ	Остров
ਚਿੱਟਾ	Белый цвет
੪੭੬	476 год
ਮਾਰਸੇਈ	Марсель
ਟਮਾਟਰ	Томат
ਬਾਲਕਨ	Балканский полуостров
ਸਲਾਵੀ ਭਾਸ਼ਾਵਾਂ	Славянские языки
ਭੂ-ਮੱਧ ਰੇਖਾ	Экватор
ਸੇਲੇਨ	Селена (певица)
ਨਾਸਾ	НАСА
ਬੇਨੀਤੋ ਮੁਸੋਲੀਨੀ	Муссолини, Бенито
ਪਾਡਗੋਰਿਤਸਾ	Подгорица
ਗੇਮ ਆਫ਼ ਥਰੋਨਜ਼	Игра престолов (телесериал)
500	500 год
੧੫੦	150 год
ਸ਼ਬਦਕੋਸ਼	Словарь
ਐੱਚ.ਬੀ.ਓ.	HBO
ਬਰਮੂਡਾ	Бермудские Острова
ਸਿਰ	Голова
ਵੈਲਿੰਗਟਨ	Веллингтон
ਉੱਤਰੀ ਸਾਈਪ੍ਰਸ	Турецкая Республика Северного Кипра
੧੨੦	120 год
ਕੌਮੀ ਗੀਤ	Государственный гимн
ਰੋਵਨ ਐਟਕਿਨਸਨ	Аткинсон, Роуэн
ਲਾਸ ਵੇਗਸ	Лас-Вегас
ਫ਼ਲਸਤੀਨੀ ਇਲਾਕੇ	Палестина
ਵਲੈਟਾ	Валлетта
ਪਰਮਾਣੂ ਸੰਖਿਆ	Зарядовое число
ਅਲਫ਼ਰੈਡ ਨੋਬਲ	Нобель, Альфред
੨੦੦	200 год
ਜਾਰਜ ਤੀਮੋਥੀ ਕਲੂਨੀ	Клуни, Джордж
127	127 год
੧੦੪	104 год
102	102 год
100	100 год
ਮੁਰਦਾ ਸਮੁੰਦਰ	Мёртвое море
ਚੀਤਾ	Гепард
ਅਗਨੀਮਿਤਰ	Агнимитра
੧੨੬	126 год
ਬਰਿਹਦਰਥ ਮੌਰੀਆ	Брихадратха
੧੦੧	101 год
੧੦੫	105 год
੧੦੮	108 год
117	117 год
੧੧੫	115 год
ਕੋਲਾ	Ископаемый уголь
153	153 год
156	156 год
ਵੈਨਕੂਵਰ	Ванкувер
੩੦੧	301 год
116	116 год
੩੩੦	330 год
੧੬੫	165 год
੨੦੩	203 год
222	222 год
੧੬੦	160 год
ਲਿਵਰਪੂਲ	Ливерпуль
੪੭੭	477 год
ਲਘੂ ਫ਼ਿਲਮ	Короткометражный фильм
ਬਰੇਮਨ	Бремен
ਕਿਰਿਆ	Глагол
168	168 год
੧੧੨	112 год
ਵੂਡੀ ਐਲਨ	Аллен, Вуди
ਸੱਤਾ (ਸਮਾਜਿਕ ਅਤੇ ਰਾਜਨੀਤਕ)	Власть
ਬੂਕਮਾਲ	Букмол
ਟਾਈਟੈਨਿਕ	Титаник
ਇਨਸੈਪਸ਼ਨ	Начало (фильм, 2010)
166	166 год
ਪਾਊਂਡ ਸਟਰਲਿੰਗ	Фунт стерлингов
ਐਂਗੁਈਲਾ	Ангилья
ਗਰਨਜ਼ੇ	Гернси
ਘੰਟਾ	Час
ਕੰਗਰੋੜਧਾਰੀ	Позвоночные
ਚੱਕੀ ਰੋਹਾ	Удод
ਸੈਲਸੀਅਸ	Градус Цельсия
ਜੂਲ	Джоуль
ਪ੍ਰਿਸ਼ਤੀਨਾ	Приштина
ਕੌਮਾਂਤਰੀ ਪੁਲਾੜ ਅੱਡਾ	Международная космическая станция
ਆਈ ਐੱਸ ਓ 3166-1	ISO 3166-1
ਆਈਸੋਟੋਪ	Изотопы
ਕੁਰਾਸਾਓ	Кюрасао
ਤਤਾਰ ਭਾਸ਼ਾ	Татарский язык
ਭਾਰ	Вес
ਭਾਸ਼ਾ ਪਰਵਾਰ	Генетическая классификация языков
ਵਾਸ਼ਿੰਗਟਨ	Вашингтон
ਬਰਤਾਨਵੀ ਵਰਜਿਨ ਟਾਪੂ	Британские Виргинские острова
ਫੁੱਲਦਾਰ ਬੂਟਾ	Цветковые растения
ਆਰਕਟਿਕ	Арктика
ਅੰਤੌਨੀ ਗਾਊਦੀ	Гауди, Антонио
ਸਵਿੱਸ ਫ਼ਰਾਂਕ	Швейцарский франк
ਨਵਾਸ ਟਾਪੂ	Навасса (остров)
ਸਾਰਸ (ਪੰਛੀ)	Журавлиные
ਡਰਾਮਾ	Драма (род литературы)
ਅਟਲਾਂਟਿਸ	Атлантида
ਨਾਟਕ	Пьеса
ਬੋਨੇਅਰ	Бонэйр
ਡੈੱਨਮਾਰਕੀ ਕਰੋਨਾ	Датская крона
ਹੇਠਲੀ ਜਰਮਨ ਭਾਸ਼ਾ	Нижненемецкий язык
ਕੇਸਰ	Шафран (пряность)
ਸਾਬਾ	Саба (остров)
ਊਮਿਓ	Умео
੪੦੦	400 год
ਲਿਥੁਆਨੀਆਈ ਲਿਤਾਸ	Литовский лит
300	300 год
ਯਾਦਾਸ਼ਤ ਦਾ ਹਠ	Постоянство памяти
ਦਰੱਖਤੀ ਚਿੜੀ	Полевой воробей
ਹਰਮਨ ਹੈੱਸ	Гессе, Герман
ਕੁਸ਼ਾਨ ਸਲਤਨਤ	Кушанское царство
ਨਿਲੰਬਨ	Суспензия
ਸਿੰਟ ਯੂਸਟੇਸ਼ਸ	Синт-Эстатиус
ਸਿੰਟ ਮਾਰਟਨ	Синт-Мартен
ਕ੍ਰੋਏਸ਼ੀਆਈ ਕੂਨਾ	Хорватская куна
ਪੂਰਬੀ ਕੈਰੀਬੀਆਈ ਡਾਲਰ	Восточно-карибский доллар
ਵਸੀਲੀ ਬੇਲੋਵ	Белов, Василий Иванович
ਸਲਵੀਨ ਦਰਿਆ	Салуин
ਬੁੱਢਾ ਅਤੇ ਸਮੁੰਦਰ	Старик и море
ਪੁਲਾੜ ਟਟੋਲ	Автоматическая межпланетная станция
ਉਪਗ੍ਰਹਿ	Искусственный спутник Земли
ਫ਼ਲਸਤੀਨ ਮੁਕਤੀ ਸੰਗਠਨ	Организация освобождения Палестины
ਸੋਏ	Укроп
ਭੰਗ ਪੌਦਾ	Конопля посевная
ਤਮਿਲ ਲਿਪੀ	Тамильское письмо
ਹੀਰੋਡਾਟਸ	Геродот
ਉਥੈਲੋ	Отелло
ਸਾਨ ਆਂਦਰੇਸ, ਪ੍ਰੋਵੀਦੈਂਸੀਆ ਅਤੇ ਸਾਂਤਾ ਕਾਤਾਲੀਨਾ ਟਾਪੂ-ਸਮੂਹ	Сан-Андрес-и-Провиденсия
ਟੇਲਰ ਸਵਿਫ਼ਟ	Свифт, Тейлор
ਲਕਸ਼ਦੀਪ	Лакшадвип
ਕੁੱਕ ਟਾਪੂ	Острова Кука
ਜਪਾਨ ਸਮੁੰਦਰ	Японское море
ਨਾੜੀਦਾਰ ਬੂਟਾ	Сосудистые растения
ਅਲਬਾਹਨ	Эль-Баха (город)
ਪੂਰਬੀ ਏਸ਼ੀਆ	Восточная Азия
ਕੇਂਦਰੀ ਏਸ਼ੀਆ	Центральная Азия
ਇਵਾਨ ਦੇਨੀਸੋਵਿਚ ਦੇ ਜੀਵਨ ਵਿੱਚ ਇੱਕ ਦਿਨ	Один день Ивана Денисовича
ਉੱਤਰੀ ਏਸ਼ੀਆ	Северная Азия
ਡੇਨਟਿਸਟ	Стоматолог
ਐਂਗਲੋ-ਅਮਰੀਕਾ	Англо-Америка
ਉੱਤਰੀ ਅਫ਼ਰੀਕਾ	Северная Африка
ਪੂਰਬੀ ਅਫ਼ਰੀਕਾ	Восточная Африка
ਕੇਂਦਰੀ ਅਫ਼ਰੀਕਾ	Центральная Африка
ਦੱਖਣੀ ਯੂਰਪ	Южная Европа
ਪੂਰਬੀ ਯੂਰਪ	Восточная Европа
ਸਕਾਕਾ	Сакака
ਉੱਤਰੀ ਯੂਰਪ	Северная Европа
ਪੱਛਮੀ ਯੂਰਪ	Западная Европа
ਕੇਂਦਰੀ ਯੂਰਪ	Центральная Европа
ਐਫ਼ਰੋ-ਯੂਰੇਸ਼ੀਆ	Афроевразия
ਕੈਰੀਬੀਆਈ ਨੀਦਰਲੈਂਡ	Бонэйр, Синт-Эстатиус и Саба
ਕੇਂਦਰੀ ਅਮਰੀਕਾ	Центральная Америка
ਮਾਂਕਸ ਪਾਊਂਡ	Фунт Острова Мэн
ਮਿਖਾਇਲ ਬਾਕੂਨਿਨ	Бакунин, Михаил Александрович
ਸ਼ਾਕਾ ਜ਼ੁਲੂ	Чака
ਕ੍ਰਿਸਟਾਡੈਲਫੀਅਨ	Христадельфиане
ਦੇਵ ਪ੍ਰਯਾਗ	Девапрайяг
ਗਾਇਕੀ	Пение
ਪੀਚੋ ਬੱਕਰੀ	Классики (игра)
ਦਾਲਚੀਨੀ	Корица (пряность)
ਅਬਦੁਸ ਸਲਾਮ	Салам, Абдус
ਮਗ਼ਰਿਬ	Магриб
ਅਮਹਾਰੀ ਭਾਸ਼ਾ	Амхарский язык
ਸਕ੍ਰੀਨਲੇਖਕ	Сценарист
ਡਿਗਰੀ (ਕੋਣ)	Градус (геометрия)
ਏਲ ਏਸਕੋਰਲ	Эскориал
ਮਾਇਆ ਸੱਭਿਅਤਾ	Майя (цивилизация)
ਇੰਕਾ ਸਾਮਰਾਜ	Империя Инков
ਡਰੇਕੋ (ਵਿਧਾਇਕ)	Дракон (греческий законодатель)
ਧੰਦਾ	Профессия
ਕੱਪੜਾ	Текстиль
ਫ਼ੀਲਡਜ਼ ਤਗਮਾ	Филдсовская премия
ਸ਼ੈਲੀ ਵਿਗਿਆਨ	Стилистика
ਇਸਲਾਮੀ ਕਲੰਡਰ	Исламский календарь
ਕ੍ਰਿਸਟੋਫਰ ਮਾਰਲੋਵ	Марло, Кристофер
ਸਮੂਹਿਕ ਅਵਚੇਤਨ	Коллективное бессознательное
ਕਣਾਦ	Канада (мыслитель)
ਭਵਭੂਤੀ	Бхавабхути
ਮਾਰਟੀ ਆਹਤੀਸਾਰੀ	Ахтисаари, Мартти
ਆਸਾਮੀ ਭਾਸ਼ਾ	Ассамский язык
ਪਿਤਾ ਅਤੇ ਪੁੱਤਰ (ਨਾਵਲ)	Отцы и дети
ਨਰਗਸ (ਬੂਟਾ)	Нарцисс (растение)
ਕਾਅਬਾ	Кааба
ਫਾਉਸਟ (ਗੇਟੇ)	Фауст (трагедия)
ਕੁਦਰਤੀ ਕਾਨੂੰਨ	Естественное право
ਸੰਘਣਾਪਣ	Плотность
ਅਵਾਰ ਭਾਸ਼ਾ	Аварский язык
ਸ਼ੈਵਰੋਲੇ	Chevrolet
ਅਵੇਸਤਨ ਭਾਸ਼ਾ	Авестийский язык
ਵੈੱਬਕੈਮ	Веб-камера
ਅਵਧੀ	Авадхи
ਵਾਈ-ਫ਼ਾਈ	Wi-Fi
ਡ	Мурдханья дудда
ਮਦਰ (1990 ਫਿਲਮ)	Мать (фильм, 1989)
ਮਿਸਰੀ ਅਰਬੀ	Египетский диалект арабского языка
੨੦੫	205 год
੧੫੯	159 год
੧੦੭	107 год
੧੬੨	162 год
੧੦੩	103 год
੧੧੯	119 год
ਚੇਂਗਦੂ	Чэнду
੧੧੮	118 год
ਏਬੀ ਭਾਸ਼ਾ	Эве (язык)
੧੫੨	152 год
240	240 год
੨੧੮	218 год
496	496 год
238	238 год
੧੯੭	197 год
੪੫੧	451 год
489	489 год
੪੦੮	408 год
464	464 год
੪੧੦	410 год
ਸਧਾਰਨ ਕਾਨੂੰਨ	Общее право
੪੫੩	453 год
੧੬੧	161 год
169	169 год
੪੮੧	481 год
੧੫੧	151 год
੧੫੫	155 год
੧੨੮	128 год
੧੨੯	129 год
੪੬੩	463 год
੧੯੩	193 год
251	251 год
੩੩੭	337 год
260	260 год
491	491 год
੨੨੧	221 год
230	230 год
੪੮੦	480 год
੨੦੯	209 год
੨੦੨	202 год
੧੯੨	192 год
ਚੰਙਚੋ	Чжэнчжоу
੧੭੩	173 год
੧੬੩	163 год
੧੫੪	154 год
੨੦੧	201 год
੪੫੬	456 год
190	190 год
੧੦੯	109 год
270	270 год
452	452 год
465	465 год
੪੦੪	404 год
ਰਾਸ਼ਟਰਪਤੀ	Президент
੪੦੧	401 год
੨੬੪	264 год
ਮਿਖਾਇਲ ਗੋਰਬਾਚੇਵ	Горбачёв, Михаил Сергеевич
੪੧੫	415 год
483	483 год
469	469 год
462	462 год
੪੫੯	459 год
੪੬੬	466 год
੪੦੨	402 год
੩੫੦	350 год
ਮਦਰ ਟਰੇਸਾ	Мать Тереза
੨੧੧	211 год
232	232 год
204	204 год
੧੮੮	188 год
੧੧੦	110 год
111	111 год
੧੩੭	137 год
138	138 год
੧੨੨	122 год
140	140 год
੧੬੭	167 год
੪੩੨	432 год
੨੩੧	231 год
੨੩੭	237 год
੨੩੯	239 год
੧੩੦	130 год
੨੨੬	226 год
੨੦੭	207 год
475	475 год
੪੫੪	454 год
੪੯੫	495 год
206	206 год
੪੬੮	468 год
461	461 год
੪੬੦	460 год
194	194 год
210	210 год
225	225 год
੩੧੧	311 год
੨੨੦	220 год
ਔਸਕਰ ਵਾਈਲਡ	Уайльд, Оскар
੩੧੩	313 год
੧੮੦	180 год
੪੯੭	497 год
੪੨੮	428 год
੪੨੨	422 год
457	457 год
੪੭੮	478 год
੨੫੩	253 год
੪੬੭	467 год
੪੫੮	458 год
ਦਸ ਦਿਨ ਜਿਨਾਂ ਨੇ ਦੁਨੀਆਂ ਹਿਲਾ ਦਿਤੀ	Десять дней, которые потрясли мир
158	158 год
੧੫੭	157 год
੧੬੪	164 год
124	124 год
113	113 год
121	121 год
106	106 год
੪੯੪	494 год
320	320 год
੨੪੨	242 год
ਡੇਂਗੂ ਬੁਖਾਰ	Лихорадка денге
ਯੋ (ਸਿਰਿਲਿਕ)	Ё
੨੯੧	291 год
ਫ਼ਰਾਂਸੀਸੀ ਪਾਲੀਨੇਸ਼ੀਆ	Французская Полинезия
੪੭੪	474 год
ਫ਼ਲਾਇੰਗ ਫ਼ਿਸ਼ ਕੋਵ	Флайинг-Фиш-Коув
੪੮੪	484 год
੪੯੩	493 год
੪੭੯	479 год
੨੮੭	287 год
407	407 год
੪੮੫	485 год
ਹਾਂਗਕਾਂਗ ਡਾਲਰ	Гонконгский доллар
ਯਾਰਨ ਜ਼ਿਲ੍ਹਾ	Ярен
ਨਾਰਫ਼ੋਕ ਟਾਪੂ	Норфолк (остров)
ਕ੍ਰਿਸਮਸ ਟਾਪੂ	Остров Рождества (Австралия)
੪੪੬	446 год
651	651 год
652	652 год
੪੩੫	435 год
੪੩੭	437 год
੪੩੩	433 год
426	426 год
425	425 год
੪੨੯	429 год
੪੨੩	423 год
੨੩੫	235 год
233	233 год
੨੨੩	223 год
224	224 год
216	216 год
੨੧੯	219 год
254	254 год
੨੭੨	272 год
੨੦੮	208 год
੧੭੫	175 год
170	170 год
171	171 год
੧੭੨	172 год
੧੩੯	139 год
114	114 год
੧੩੪	134 год
੧੩੫	135 год
179	179 год
ਮਿੰਗੋਰਾ	Мингора
੧੪੨	142 год
੧੮੧	181 год
146	146 год
੧੪੫	145 год
੧੮੩	183 год
