Afraga	Африка
Silver Bow County, Montana	Силвер-Боу (округ)
Parmer County, Texas	Пармер (округ, Техас)
Lincoln County, Wyoming	Линкольн (округ, Вайоминг)
Washington County, Oregon	Вашингтон (округ, Орегон)
Tooele County, Utah	Туэле (округ, Юта)
Martin County, Texas	Мартин (округ, Техас)
Salt Lake County, Utah	Солт-Лейк (округ, Юта)
Uintah County, Utah	Юинта (округ, Юта)
Summit County, Utah	Саммит (округ, Юта)
Palo Pinto County, Texas	Пало-Пинто (округ, Техас)
Montague County, Texas	Монтейг (округ, Техас)
Sanpete County, Utah	Санпит (округ, Юта)
Lincoln County, Missouri	Линкольн (округ, Миссури)
Comanche County, Oklahoma	Команчи (округ, Оклахома)
Creek County, Oklahoma	Крик (округ, Оклахома)
Grady County, Oklahoma	Грейди (округ, Оклахома)
Cleveland County, Oklahoma	Кливленд (округ, Оклахома)
Howell County, Missouri	Хауэлл (округ, Миссури)
Oregon County, Missouri	Орегон (округ, Миссури)
Garvin County, Oklahoma	Гарвин (округ, Оклахома)
Boone County, Missouri	Бун (округ, Миссури)
Bollinger County, Missouri	Боллинджер (округ, Миссури)
Buchanan County, Missouri	Бьюкенен (округ, Миссури)
Aurora County, Dakota a Deas	Орора (округ, Южная Дакота)
Beaufort County, Carolina a Tuath	Бофорт (округ, Северная Каролина)
Cherokee County, Carolina a Tuath	Чероки (округ, Северная Каролина)
Morgan County, Missouri	Морган (округ, Миссури)
Berkeley, Calafòrnia	Беркли (Калифорния)
Garfield County, Oklahoma	Гарфилд (округ, Оклахома)
Dallas County, Missouri	Даллас (округ, Миссури)
Cape Girardeau County, Missouri	Кейп-Жирардо (округ, Миссури)
Andrew County, Missouri	Эндрю (округ, Миссури)
Delaware County, Oklahoma	Делавэр (округ, Оклахома)
DeKalb County, Missouri	Де-Калб (округ, Миссури)
Dade County, Missouri	Дейд (округ, Миссури)
Camden County, Missouri	Кэмден (округ, Миссури)
Audrain County, Missouri	Одрейн (округ, Миссури)
Beadle County, Dakota a Deas	Бидл (округ, Южная Дакота)
Carter County, Missouri	Картер (округ, Миссури)
Douglas County, Missouri	Дуглас (округ, Миссури)
Eisleben	Лютерштадт-Айслебен
Kiowa County, Oklahoma	Кайова (округ, Оклахома)
Ellis County, Oklahoma	Эллис (округ, Оклахома)
Texas County, Oklahoma	Тексас (округ, Оклахома)
Jefferson County, Oklahoma	Джефферсон (округ, Оклахома)
Armachd	Броня
Jackson County, Oklahoma	Джексон (округ, Оклахома)
Oklahoma County, Oklahoma	Оклахома (округ, Оклахома)
Atoka County, Oklahoma	Атока (округ, Оклахома)
Cimarron County, Oklahoma	Симаррон (округ, Оклахома)
Beaver County, Oklahoma	Бивер (округ, Оклахома)
Chariton County, Missouri	Шаритон (округ, Миссури)
Cass County, Missouri	Касс (округ, Миссури)
Daviess County, Missouri	Дейвис (округ, Миссури)
Callaway County, Missouri	Кэллоуэй (округ, Миссури)
Christian County, Missouri	Кристиан (округ, Миссури)
Dent County, Missouri	Дент (округ, Миссури)
Barry County, Missouri	Бэрри (округ, Миссури)
Spokane County, Washington	Спокан (округ, Вашингтон)
Wayne County, Nebraska	Уэйн (округ, Небраска)
Pend Oreille County, Washington	Панд-Орей (округ, Вашингтон)
Walla Walla County, Washington	Уолла-Уолла (округ, Вашингтон)
Ferrol	Ферроль
Winneshiek County, Iowa	Уиннешик (округ, Айова)
Story County, Iowa	Стори (округ, Айова)
Hancock County, Iowa	Хэнкок (округ, Айова)
Marion County, Iowa	Мэрион (округ, Айова)
Humboldt County, Iowa	Гумбольдт (округ, Айова)
Wayne County, Iowa	Уэйн (округ, Айова)
Worth County, Iowa	Уэрт (округ, Айова)
Wapello County, Iowa	Уапелло (округ, Айова)
Poweshiek County, Iowa	Пауэшик (округ, Айова)
Scott County, Iowa	Скотт (округ, Айова)
Monona County, Iowa	Монона (округ, Айова)
Hardin County, Iowa	Хардин (округ, Айова)
Shelby County, Iowa	Шелби (округ, Айова)
McPherson County, Nebraska	Макферсон (округ, Небраска)
Phelps County, Missouri	Фелпс (округ, Миссури)
Niobrara County, Wyoming	Найобрэра (округ, Вайоминг)
Coffee County, Alabama	Коффи (округ, Алабама)
Duluth, Minnesota	Дулут
Plymouth County, Iowa	Плимут (округ, Айова)
Mitchell County, Iowa	Митчелл (округ, Айова)
Glendale, Calafòrnia	Глендейл (Калифорния)
Mills County, Iowa	Миллс (округ, Айова)
Webster County, Iowa	Уэбстер (округ, Айова)
Harrison County, Iowa	Гаррисон (округ, Айова)
Jasper County, Iowa	Джаспер (округ, Айова)
Linn County, Iowa	Линн (округ, Айова)
Johnson County, Iowa	Джонсон (округ, Айова)
Ringgold County, Iowa	Рингголд (округ, Айова)
Jackson County, Iowa	Джексон (округ, Айова)
Lee County, Iowa	Ли (округ, Айова)
Lyon County, Iowa	Лайон (округ, Айова)
Osceola County, Iowa	Осеола (округ, Айова)
Palo Alto County, Iowa	Пало-Альто (округ, Айова)
Lucas County, Iowa	Лукас (округ, Айова)
Polk County, Iowa	Полк (округ, Айова)
Hood County, Texas	Худ (округ, Техас)
Ochiltree County, Texas	Окилтри (округ, Техас)
Mahaska County, Iowa	Махаска (округ, Айова)
Keokuk County, Iowa	Киокак (округ, Айова)
Union County, Iowa	Юнион (округ, Айова)
Pocahontas County, Iowa	Покахонтас (округ, Айова)
Montgomery County, Iowa	Монтгомери (округ, Айова)
Jones County, Iowa	Джонс (округ, Айова)
Marshall County, Iowa	Маршалл (округ, Айова)
Monroe County, Iowa	Монро (округ, Айова)
Iowa County, Iowa	Айова (округ, Айова)
Woodbury County, Iowa	Вудбери (округ, Айова)
Louisa County, Iowa	Луиза (округ, Айова)
Washington County, Idaho	Вашингтон (округ, Айдахо)
Clark County, Kentucky	Кларк (округ, Кентукки)
Camas County, Idaho	Камас (округ, Айдахо)
Bath County, Kentucky	Бат (округ, Кентукки)
Allen County, Kentucky	Аллен (округ, Кентукки)
Estill County, Kentucky	Эстилл (округ, Кентукки)
Butler County, Kentucky	Батлер (округ, Кентукки)
Canyon County, Idaho	Кэньон (округ, Айдахо)
Barren County, Kentucky	Баррен (округ, Кентукки)
Green County, Kentucky	Грин (округ, Кентукки)
Benton County, Missouri	Бентон (округ, Миссури)
Carter County, Kentucky	Картер (округ, Кентукки)
Anderson County, Kentucky	Андерсон (округ, Кентукки)
Bourbon County, Kentucky	Бурбон (округ, Кентукки)
Kane County, Illinois	Кейн (округ, Иллинойс)
Fremont County, Iowa	Фримонт (округ, Айова)
Grundy County, Iowa	Гранди (округ, Айова)
Hamilton County, Iowa	Гамильтон (округ, Айова)
San Bernardino, Calafòrnia	Сан-Бернардино (Калифорния)
Fillmore County, Minnesota	Филмор (округ, Миннесота)
Henry County, Illinois	Генри (округ, Иллинойс)
Elmore County, Idaho	Элмор (округ, Айдахо)
Guthrie County, Iowa	Гатри (округ, Айова)
Boise County, Idaho	Бойсе (округ, Айдахо)
Boundary County, Idaho	Баундари (округ, Айдахо)
Bear Lake County, Idaho	Бэр-Лейк (округ, Айдахо)
Benewah County, Idaho	Бенева (округ, Айдахо)
Bonneville County, Idaho	Бонневилл (округ, Айдахо)
Jasper County, Illinois	Джаспер (округ, Иллинойс)
Cedar Rapids, Iowa	Сидар-Рапидс
Jefferson County, Illinois	Джефферсон (округ, Иллинойс)
Henderson County, Illinois	Хендерсон (округ, Иллинойс)
Madison County, Illinois	Мэдисон (округ, Иллинойс)
Williamson County, Illinois	Уильямсон (округ, Иллинойс)
Union County, Illinois	Юнион (округ, Иллинойс)
Kansas City, Kansas	Канзас-Сити (Канзас)
Massac County, Illinois	Массак (округ)
Rochester, Minnesota	Рочестер (Миннесота)
Washington County, Illinois	Вашингтон (округ, Иллинойс)
Franklin County, Illinois	Франклин (округ, Иллинойс)
Hardin County, Illinois	Хардин (округ, Иллинойс)
Randolph County, Illinois	Рэндольф (округ, Иллинойс)
Menard County, Illinois	Менард (округ, Иллинойс)
St. Clair County, Illinois	Сент-Клэр (округ, Иллинойс)
Perry County, Illinois	Перри (округ, Иллинойс)
Jo Daviess County, Illinois	Джо-Дейвисс (округ, Иллинойс)
Wabash County, Illinois	Уобаш (округ, Иллинойс)
Canadian County, Oklahoma	Канейдиан (округ, Оклахома)
Grant County, Oklahoma	Грант (округ, Оклахома)
Harmon County, Oklahoma	Хармон (округ, Оклахома)
Johnston County, Oklahoma	Джонстон (округ, Оклахома)
Ford County, Illinois	Форд (округ, Иллинойс)
Boyle County, Kentucky	Бойл (округ, Кентукки)
Lincoln County, Idaho	Линкольн (округ, Айдахо)
LaSalle County, Illinois	Ла-Салл (округ, Иллинойс)
Feadan gunna	Ствол (оружейный)
Piatt County, Illinois	Пайатт (округ)
Marktl	Марктль
McHenry County, Illinois	Мак-Генри (округ, Иллинойс)
Lemhi County, Idaho	Лемхай (округ, Айдахо)
Tesco	Tesco
Pottawattamie County, Iowa	Поттаватоми (округ, Айова)
Honolulu County, Hawaii	Гонолулу (округ, Гавайи)
Conecuh County, Alabama	Конека (округ, Алабама)
Covington County, Alabama	Ковингтон (округ, Алабама)
Colbert County, Alabama	Колберт (округ, Алабама)
Coosa County, Alabama	Куса (округ, Алабама)
Escambia County, Alabama	Эскамбиа (округ, Алабама)
Calw	Кальв
Salinas, Calafòrnia	Салинас (Калифорния)
Ontario, Calafòrnia	Онтэрио (Калифорния)
Pulaski County, Illinois	Пьюласки (округ, Иллинойс)
Caribou County, Idaho	Карибу (округ, Айдахо)
Hendry County, Florida	Хендри (округ, Флорида)
